iter	Passed	Remaining
1665	39980	8015
1666	40002	7990
1667	40025	7966
1668	40049	7942
1669	40072	7918
1670	40094	7894
1671	40117	7869
1672	40140	7845
1673	40162	7821
1674	40184	7796
1675	40206	7772
1676	40228	7748
1677	40251	7723
1678	40279	7700
1679	40304	7677
1680	40328	7653
1681	40350	7628
1682	40373	7604
1683	40395	7580
1684	40418	7555
1685	40441	7531
1686	40464	7507
1687	40486	7483
1688	40509	7459
1689	40532	7434
1690	40553	7410
1691	40576	7386
1692	40599	7362
1693	40622	7337
1694	40644	7313
1695	40666	7289
1696	40700	7267
1697	40722	7242
1698	40743	7218
1699	40764	7193
1700	40785	7169
1701	40807	7144
1702	40829	7120
1703	40851	7096
1704	40873	7072
1705	40896	7047
1706	40918	7023
1707	40941	6999
1708	40962	6974
1709	40984	6950
1710	41007	6926
1711	41028	6902
1712	41051	6877
1713	41073	6853
1714	41096	6829
1715	41118	6805
1716	41141	6780
1717	41161	6756
1718	41185	6732
1719	41206	6707
1720	41227	6683
1721	41250	6659
1722	41273	6635
1723	41296	6611
1724	41322	6587
1725	41346	6563
1726	41369	6539
1727	41391	6515
1728	41414	6491
1729	41437	6467
1730	41458	6442
1731	41481	6418
1732	41503	6394
1733	41527	6370
1734	41549	6346
1735	41571	6321
1736	41593	6297
1737	41615	6273
1738	41640	6249
1739	41664	6225
1740	41687	6201
1741	41709	6177
1742	41731	6153
1743	41759	6129
1744	41781	6105
1745	41804	6081
1746	41826	6057
1747	41849	6033
1748	41871	6008
1749	41893	5984
1750	41916	5960
1751	41940	5936
1752	41962	5912
1753	41984	5888
1754	42005	5864
1755	42027	5839
1756	42048	5815
1757	42070	5791
1758	42093	5767
1759	42116	5743
1760	42139	5719
1761	42162	5695
1762	42184	5670
1763	42206	5646
1764	42229	5622
1765	42253	5598
1766	42276	5574
1767	42301	5550
1768	42324	5526
1769	42347	5502
1770	42371	5478
1771	42394	5454
1772	42417	5430
1773	42438	5406
1774	42460	5382
1775	42483	5358
1776	42506	5334
1777	42527	5310
1778	42550	5285
1779	42574	5261
1780	42598	5238
1781	42622	5214
1782	42647	5190
1783	42672	5166
1784	42708	5144
1785	42736	5120
1786	42757	5096
1787	42779	5072
1788	42802	5048
1789	42826	5024
1790	42848	5000
1791	42871	4976
1792	42894	4952
1793	42915	4927
1794	42938	4903
1795	42959	4879
1796	42981	4855
1797	43002	4831
1798	43025	4807
1799	43048	4783
1800	43071	4759
1801	43093	4735
1802	43116	4711
1803	43138	4686
1804	43160	4662
1805	43182	4638
1806	43203	4614
1807	43225	4590
1808	43250	4566
1809	43274	4542
1810	43297	4518
1811	43319	4494
1812	43342	4470
1813	43363	4446
1814	43386	4422
1815	43408	4398
1816	43430	4374
1817	43453	4350
1818	43474	4325
1819	43497	4301
1820	43519	4277
1821	43541	4253
1822	43563	4229
1823	43584	4205
1824	43606	4181
1825	43628	4157
1826	43650	4133
1827	43672	4109
1828	43696	4085
1829	43720	4061
1830	43746	4037
1831	43769	4013
1832	43792	3989
1833	43814	3965
1834	43838	3941
1835	43860	3917
1836	43883	3893
1837	43905	3869
1838	43929	3845
1839	43951	3821
1840	43974	3797
1841	43997	3773
1842	44021	3750
1843	44044	3726
1844	44067	3702
1845	44091	3678
1846	44114	3654
1847	44139	3630
1848	44161	3606
1849	44183	3582
1850	44205	3558
1851	44228	3534
1852	44252	3510
1853	44274	3486
1854	44297	3462
1855	44319	3438
1856	44343	3414
1857	44368	3390
1858	44390	3366
1859	44412	3342
1860	44435	3318
1861	44459	3295
1862	44481	3271
1863	44503	3247
1864	44525	3223
1865	44546	3198
1866	44568	3174
1867	44591	3151
1868	44614	3127
1869	44637	3103
1870	44658	3079
1871	44679	3055
1872	44700	3030
1873	44722	3006
1874	44746	2983
1875	44767	2959
1876	44789	2935
1877	44811	2911
1878	44832	2887
1879	44854	2863
1880	44877	2839
1881	44900	2815
1882	44922	2791
1883	44944	2767
1884	44966	2743
1885	44987	2719
1886	45011	2695
1887	45034	2671
1888	45056	2647
1889	45078	2623
1890	45100	2599
1891	45121	2575
1892	45143	2551
1893	45166	2527
1894	45188	2503
1895	45213	2480
1896	45237	2456
1897	45261	2432
1898	45286	2408
1899	45309	2384
1900	45333	2360
1901	45356	2336
1902	45380	2313
1903	45402	2289
1904	45425	2265
1905	45450	2241
1906	45472	2217
1907	45494	2193
1908	45518	2169
1909	45541	2145
1910	45565	2122
1911	45589	2098
1912	45612	2074
1913	45636	2050
1914	45662	2026
1915	45688	2003
1916	45716	1979
1917	45743	1955
1918	45789	1932
1919	45820	1909
1920	45847	1885
1921	45879	1861
1922	45906	1838
1923	45932	1814
1924	45959	1790
1925	45985	1766
1926	46011	1743
1927	46037	1719
1928	46066	1695
1929	46094	1671
1930	46122	1648
1931	46150	1624
1932	46177	1600
1933	46201	1576
1934	46228	1552
1935	46253	1529
1936	46279	1505
1937	46305	1481
1938	46328	1457
1939	46351	1433
1940	46374	1409
1941	46398	1385
1942	46421	1361
1943	46444	1337
1944	46467	1313
1945	46489	1290
1946	46512	1266
1947	46536	1242
1948	46558	1218
1949	46580	1194
1950	46602	1170
1951	46623	1146
1952	46647	1122
1953	46669	1098
1954	46691	1074
1955	46731	1051
1956	46753	1027
1957	46773	1003
1958	46794	979
1959	46816	955
1960	46838	931
1961	46860	907
1962	46882	883
1963	46904	859
1964	46928	835
1965	46951	811
1966	46973	788
1967	46996	764
1968	47017	740
1969	47040	716
1970	47062	692
1971	47084	668
1972	47107	644
1973	47130	620
1974	47151	596
1975	47176	572
1976	47201	549
1977	47224	525
1978	47249	501
1979	47272	477
1980	47294	453
1981	47316	429
1982	47339	405
1983	47360	381
1984	47385	358
1985	47409	334
1986	47433	310
1987	47454	286
1988	47475	262
1989	47498	238
1990	47521	214
1991	47544	190
1992	47567	167
1993	47588	143
1994	47611	119
1995	47635	95
1996	47659	71
1997	47682	47
1998	47705	23
1999	47727	0
